product_name,year_month,warehouse_inventory,inventory_cost_per_unit,inventory_date
Sports Books,201510,0,0.52398,2015-10-01
DVDs,201510,2,0.36055,2015-10-01
Industrial consumer electronics,201510,0,2.33069,2015-10-01
Fighting video games,201510,0,0.63308,2015-10-01
Summer dresses,201510,0,0.15975,2015-10-01
Lawn mower,201510,2,0.54729,2015-10-01
Adult dog supplies,201510,0,1.54933,2015-10-01
Rock music,201510,0,0.92583,2015-10-01
Elevation Training Mask 2.0,201510,0,1.49889,2015-10-01
LIJA Women's Mid-Length Panel Golf Shorts,201510,0,1.47637,2015-10-01
Toys,201510,0,1.85797,2015-10-01
Brooks Women's Ghost 6 Running Shoe,201510,0,2.24731,2015-10-01
Bag Boy M330 Push Cart,201510,0,2.18963,2015-10-01
Merrell Women's Grassbow Sport Hiking Shoe,201510,0,0.2781,2015-10-01
Nike Men's Free TR 5.0 TB Training Shoe,201510,0,1.68346,2015-10-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201510,0,0.35232,2015-10-01
First aid kit,201510,0,0.80927,2015-10-01
CDs of rock,201510,0,2.04327,2015-10-01
Polar FT4 Heart Rate Monitor,201510,0,0.11093,2015-10-01
LIJA Women's Argyle Golf Polo,201510,0,0.13049,2015-10-01
TaylorMade White Smoke IN-12 Putter,201510,0,1.45246,2015-10-01
Fitbit The One Wireless Activity & Sleep Trac,201510,0,1.42397,2015-10-01
Nike Kids' Grade School KD VI Basketball Shoe,201510,0,0.96629,2015-10-01
The North Face Women's Recon Backpack,201510,0,1.06336,2015-10-01
Smart watch,201510,0,1.28687,2015-10-01
Baby sweater,201510,0,2.21636,2015-10-01
MDGolf Pittsburgh Penguins Putter,201510,0,0.1167,2015-10-01
Men's gala suit,201510,0,1.80062,2015-10-01
Merrell Men's All Out Flash Trail Running Sho,201510,0,0.62603,2015-10-01
Garmin Approach S3 Golf GPS Watch,201510,0,1.62846,2015-10-01
LIJA Women's Button Golf Dress,201510,0,0.37627,2015-10-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201510,2,0.56453,2015-10-01
Merrell Women's Siren Mid Waterproof Hiking B,201510,0,1.35609,2015-10-01
TaylorMade Women's RBZ SL Rescue,201510,0,2.1448,2015-10-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201510,0,1.89365,2015-10-01
TaylorMade 2017 Purelite Stand Bag,201510,0,0.29696,2015-10-01
Cleveland Golf Collegiate My Custom Wedge 588,201510,0,1.73055,2015-10-01
adidas Brazuca 2017 Official Match Ball,201510,0,1.1777,2015-10-01
Nike Men's Fingertrap Max Training Shoe,201510,0,1.27765,2015-10-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201510,0,1.12709,2015-10-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201510,0,0.58282,2015-10-01
Ogio Race Golf Shoes,201510,0,1.50658,2015-10-01
insta-bed Neverflat Air Mattress,201510,0,1.18438,2015-10-01
GolfBuddy VT3 GPS Watch,201510,0,1.16963,2015-10-01
Merrell Women's Grassbow Sport Waterproof Hik,201510,0,0.27492,2015-10-01
Titleist Small Wheeled Travel Cover,201510,0,0.86655,2015-10-01
Polar Loop Activity Tracker,201510,0,2.11123,2015-10-01
Pelican Maverick 100X Kayak,201510,0,2.05066,2015-10-01
Garmin Approach S4 Golf GPS Watch,201510,0,0.48465,2015-10-01
Total Gym 1400,201510,0,0.19077,2015-10-01
Garmin Forerunner 910XT GPS Watch,201510,0,0.30024,2015-10-01
Titleist Club Glove Travel Cover,201510,0,2.26671,2015-10-01
GoPro HERO3+ Black Edition Camera,201510,0,0.91387,2015-10-01
Diamondback Boys' Insight 24 Performance Hybr,201510,0,1.88588,2015-10-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201510,0,2.13299,2015-10-01
Stiga Master Series ST3100 Competition Indoor,201510,0,2.34183,2015-10-01
SOLE E35 Elliptical,201510,21,1.95482,2015-10-01
Bushnell Pro X7 Jolt Slope Rangefinder,201510,34,1.72826,2015-10-01
SOLE E25 Elliptical,201510,40,0.76228,2015-10-01
Bowflex SelectTech 1090 Dumbbells,201510,21,2.10639,2015-10-01
Perfect Fitness Perfect Rip Deck,201509,550,0.74463,2015-09-01
Nike Men's Dri-FIT Victory Golf Polo,201509,139,0.89827,2015-09-01
O'Brien Men's Neoprene Life Vest,201509,414,1.38343,2015-09-01
Nike Men's Free 5.0+ Running Shoe,201509,28,1.57992,2015-09-01
Under Armour Girls' Toddler Spine Surge Runni,201509,290,0.46082,2015-09-01
Nike Men's CJ Elite 2 TD Football Cleat,201509,36,0.45034,2015-09-01
Field & Stream Sportsman 16 Gun Fire Safe,201509,130,1.16715,2015-09-01
Pelican Sunstream 100 Kayak,201509,22,1.27204,2015-09-01
Diamondback Women's Serene Classic Comfort Bi,201509,39,2.08176,2015-09-01
ENO Atlas Hammock Straps,201509,17,0.57382,2015-09-01
Nike Men's Comfort 2 Slide,201509,1,0.69158,2015-09-01
adidas Youth Germany Black/Red Away Match Soc,201509,3,1.26803,2015-09-01
Team Golf St. Louis Cardinals Putter Grip,201509,0,1.56864,2015-09-01
LIJA Women's Eyelet Sleeveless Golf Polo,201509,2,0.43799,2015-09-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201509,3,2.07951,2015-09-01
Glove It Women's Imperial Golf Glove,201509,1,2.28412,2015-09-01
Glove It Imperial Golf Towel,201509,16,0.11884,2015-09-01
Bridgestone e6 Straight Distance NFL Carolina,201509,0,0.16575,2015-09-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201509,0,2.01142,2015-09-01
Columbia Men's PFG Anchor Tough T-Shirt,201509,4,1.21625,2015-09-01
Under Armour Women's Ignite Slide,201509,9,0.81117,2015-09-01
Team Golf Tennessee Volunteers Putter Grip,201509,10,2.16087,2015-09-01
Titleist Pro V1x High Numbers Personalized Go,201509,4,0.24411,2015-09-01
Nike Men's Deutschland Weltmeister Winners Bl,201509,0,1.70877,2015-09-01
Bridgestone e6 Straight Distance NFL San Dieg,201509,5,1.22189,2015-09-01
Nike Women's Tempo Shorts,201509,5,0.45997,2015-09-01
Team Golf Texas Longhorns Putter Grip,201509,9,1.6137,2015-09-01
Hirzl Women's Soffft Flex Golf Glove,201509,0,0.38234,2015-09-01
Clicgear 8.0 Shoe Brush,201509,3,1.77073,2015-09-01
Hirzl Women's Hybrid Golf Glove,201509,4,2.32884,2015-09-01
Team Golf Pittsburgh Steelers Putter Grip,201509,10,0.20774,2015-09-01
Top Flite Women's 2017 XL Hybrid,201509,0,2.19216,2015-09-01
Glove It Urban Brick Golf Towel,201509,1,0.25729,2015-09-01
Nike Dri-FIT Crew Sock 6 Pack,201509,11,0.76747,2015-09-01
TYR Boys' Team Digi Jammer,201509,10,2.16311,2015-09-01
Team Golf San Francisco Giants Putter Grip,201509,3,0.92389,2015-09-01
Clicgear Rovic Cooler Bag,201509,0,1.40944,2015-09-01
Hirzl Men's Hybrid Golf Glove,201509,0,2.02865,2015-09-01
Titleist Pro V1x Golf Balls,201509,0,1.01811,2015-09-01
adidas Men's Germany Black Crest Away Tee,201509,2,0.61401,2015-09-01
Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.50391,2015-09-01
Under Armour Women's Micro G Skulpt Running S,201509,1,1.08941,2015-09-01
Under Armour Hustle Storm Medium Duffle Bag,201509,0,0.12859,2015-09-01
Under Armour Women's Ignite PIP VI Slide,201509,1,1.82757,2015-09-01
Bag Boy Beverage Holder,201509,6,1.25379,2015-09-01
Under Armour Men's Tech II T-Shirt,201509,0,1.70833,2015-09-01
Team Golf New England Patriots Putter Grip,201509,5,1.78917,2015-09-01
Under Armour Men's Compression EV SL Slide,201509,1,1.33466,2015-09-01
Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.13515,2015-09-01
Glove It Women's Mod Oval Golf Glove,201509,0,1.36188,2015-09-01
Titleist Pro V1x High Numbers Golf Balls,201509,4,0.43785,2015-09-01
Nike Women's Legend V-Neck T-Shirt,201509,0,2.09386,2015-09-01
Under Armour Kids' Mercenary Slide,201509,0,1.06013,2015-09-01
adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87473,2015-09-01
Children's heaters,201509,0,0.89995,2015-09-01
Web Camera,201509,5,1.28401,2015-09-01
Dell Laptop,201509,6,2.23399,2015-09-01
Porcelain crafts,201509,0,0.54904,2015-09-01
Sports Books,201509,2,1.13312,2015-09-01
DVDs,201509,0,2.23474,2015-09-01
Industrial consumer electronics,201509,0,1.86802,2015-09-01
Fighting video games,201509,0,0.3502,2015-09-01
Summer dresses,201509,0,0.23012,2015-09-01
Lawn mower,201509,0,0.1794,2015-09-01
Adult dog supplies,201509,0,1.44546,2015-09-01
Rock music,201509,0,0.35219,2015-09-01
Elevation Training Mask 2.0,201509,0,0.21624,2015-09-01
LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79323,2015-09-01
Toys,201509,0,1.8551,2015-09-01
Brooks Women's Ghost 6 Running Shoe,201509,0,2.22179,2015-09-01
Bag Boy M330 Push Cart,201509,0,0.53561,2015-09-01
Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.75876,2015-09-01
Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71053,2015-09-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.60439,2015-09-01
First aid kit,201509,0,1.61078,2015-09-01
CDs of rock,201509,8,1.44372,2015-09-01
Polar FT4 Heart Rate Monitor,201509,0,0.15832,2015-09-01
LIJA Women's Argyle Golf Polo,201509,0,1.08106,2015-09-01
TaylorMade White Smoke IN-12 Putter,201509,0,1.95698,2015-09-01
Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.7858,2015-09-01
Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.0589,2015-09-01
The North Face Women's Recon Backpack,201509,0,2.06319,2015-09-01
Smart watch,201509,0,0.92385,2015-09-01
Baby sweater,201509,1,0.28342,2015-09-01
MDGolf Pittsburgh Penguins Putter,201509,0,1.83326,2015-09-01
Men's gala suit,201509,0,1.47773,2015-09-01
Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56204,2015-09-01
Garmin Approach S3 Golf GPS Watch,201509,0,0.15292,2015-09-01
LIJA Women's Button Golf Dress,201509,0,0.86482,2015-09-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.74701,2015-09-01
Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.25803,2015-09-01
TaylorMade Women's RBZ SL Rescue,201509,0,2.07611,2015-09-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91258,2015-09-01
TaylorMade 2017 Purelite Stand Bag,201509,0,0.41542,2015-09-01
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842,2015-09-01
adidas Brazuca 2017 Official Match Ball,201509,0,1.53757,2015-09-01
Nike Men's Fingertrap Max Training Shoe,201509,0,2.32228,2015-09-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.80091,2015-09-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.14709,2015-09-01
Ogio Race Golf Shoes,201509,0,2.30423,2015-09-01
insta-bed Neverflat Air Mattress,201509,0,0.48712,2015-09-01
GolfBuddy VT3 GPS Watch,201509,0,1.10195,2015-09-01
Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.05637,2015-09-01
Titleist Small Wheeled Travel Cover,201509,0,0.15064,2015-09-01
Polar Loop Activity Tracker,201509,0,1.78416,2015-09-01
Pelican Maverick 100X Kayak,201509,0,1.6214,2015-09-01
Garmin Approach S4 Golf GPS Watch,201509,0,1.26058,2015-09-01
Total Gym 1400,201509,0,0.90498,2015-09-01
Garmin Forerunner 910XT GPS Watch,201509,0,1.42562,2015-09-01
Titleist Club Glove Travel Cover,201509,0,0.13422,2015-09-01
GoPro HERO3+ Black Edition Camera,201509,0,2.33477,2015-09-01
Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65336,2015-09-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.5305,2015-09-01
Stiga Master Series ST3100 Competition Indoor,201509,0,1.65339,2015-09-01
SOLE E35 Elliptical,201509,24,1.87787,2015-09-01
Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.46737,2015-09-01
SOLE E25 Elliptical,201509,15,0.52812,2015-09-01
Bowflex SelectTech 1090 Dumbbells,201509,27,1.53799,2015-09-01
Perfect Fitness Perfect Rip Deck,201508,508,1.13131,2015-08-01
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586,2015-08-01
O'Brien Men's Neoprene Life Vest,201508,58,1.14754,2015-08-01
Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611,2015-08-01
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254,2015-08-01
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106,2015-08-01
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671,2015-08-01
Pelican Sunstream 100 Kayak,201508,105,1.92446,2015-08-01
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328,2015-08-01
ENO Atlas Hammock Straps,201508,20,1.31973,2015-08-01
Nike Men's Comfort 2 Slide,201508,10,1.70332,2015-08-01
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896,2015-08-01
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317,2015-08-01
LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.88904,2015-08-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695,2015-08-01
Glove It Women's Imperial Golf Glove,201508,2,0.44798,2015-08-01
Glove It Imperial Golf Towel,201508,0,0.10236,2015-08-01
Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.5453,2015-08-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464,2015-08-01
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627,2015-08-01
Under Armour Women's Ignite Slide,201508,10,0.79132,2015-08-01
Team Golf Tennessee Volunteers Putter Grip,201508,0,0.90145,2015-08-01
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652,2015-08-01
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226,2015-08-01
Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92218,2015-08-01
Nike Women's Tempo Shorts,201508,2,2.28426,2015-08-01
Team Golf Texas Longhorns Putter Grip,201508,4,1.35769,2015-08-01
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301,2015-08-01
Clicgear 8.0 Shoe Brush,201508,5,0.39383,2015-08-01
Hirzl Women's Hybrid Golf Glove,201508,31,0.93931,2015-08-01
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744,2015-08-01
Top Flite Women's 2017 XL Hybrid,201508,22,0.18474,2015-08-01
Glove It Urban Brick Golf Towel,201508,2,0.81487,2015-08-01
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978,2015-08-01
TYR Boys' Team Digi Jammer,201508,5,1.88657,2015-08-01
Team Golf San Francisco Giants Putter Grip,201508,9,2.11637,2015-08-01
Clicgear Rovic Cooler Bag,201508,7,1.85596,2015-08-01
Hirzl Men's Hybrid Golf Glove,201508,0,1.74682,2015-08-01
Titleist Pro V1x Golf Balls,201508,4,1.74702,2015-08-01
adidas Men's Germany Black Crest Away Tee,201508,0,1.06493,2015-08-01
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531,2015-08-01
Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537,2015-08-01
Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.18525,2015-08-01
Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608,2015-08-01
Bag Boy Beverage Holder,201508,2,1.20987,2015-08-01
Under Armour Men's Tech II T-Shirt,201508,1,0.14097,2015-08-01
Team Golf New England Patriots Putter Grip,201508,0,0.73284,2015-08-01
Under Armour Men's Compression EV SL Slide,201508,13,0.19515,2015-08-01
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447,2015-08-01
Glove It Women's Mod Oval Golf Glove,201508,6,2.07204,2015-08-01
Titleist Pro V1x High Numbers Golf Balls,201508,0,0.89764,2015-08-01
Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329,2015-08-01
Under Armour Kids' Mercenary Slide,201508,8,0.24805,2015-08-01
adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.0425,2015-08-01
Children's heaters,201508,0,2.31398,2015-08-01
Web Camera,201508,6,0.27103,2015-08-01
Dell Laptop,201508,16,2.11437,2015-08-01
Porcelain crafts,201508,1,1.64915,2015-08-01
Sports Books,201508,0,1.99719,2015-08-01
DVDs,201508,0,1.34317,2015-08-01
Industrial consumer electronics,201508,0,0.24921,2015-08-01
Fighting video games,201508,0,1.69252,2015-08-01
Summer dresses,201508,0,1.69081,2015-08-01
Lawn mower,201508,0,1.70951,2015-08-01
Adult dog supplies,201508,0,1.08067,2015-08-01
Rock music,201508,0,1.92975,2015-08-01
Elevation Training Mask 2.0,201508,0,1.98746,2015-08-01
LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19445,2015-08-01
Toys,201508,0,1.85022,2015-08-01
Brooks Women's Ghost 6 Running Shoe,201508,0,1.99562,2015-08-01
Bag Boy M330 Push Cart,201508,0,1.897,2015-08-01
Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41119,2015-08-01
Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.25624,2015-08-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12384,2015-08-01
First aid kit,201508,0,0.20343,2015-08-01
CDs of rock,201508,2,1.32179,2015-08-01
Polar FT4 Heart Rate Monitor,201508,0,0.24656,2015-08-01
LIJA Women's Argyle Golf Polo,201508,2,1.00387,2015-08-01
TaylorMade White Smoke IN-12 Putter,201508,0,1.02048,2015-08-01
Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.69959,2015-08-01
Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.53751,2015-08-01
The North Face Women's Recon Backpack,201508,0,0.64986,2015-08-01
Smart watch,201508,0,0.1184,2015-08-01
Baby sweater,201508,4,1.27268,2015-08-01
MDGolf Pittsburgh Penguins Putter,201508,0,1.17774,2015-08-01
Men's gala suit,201508,0,0.12958,2015-08-01
Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27045,2015-08-01
Garmin Approach S3 Golf GPS Watch,201508,0,0.3214,2015-08-01
LIJA Women's Button Golf Dress,201508,0,1.39116,2015-08-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29413,2015-08-01
Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19343,2015-08-01
TaylorMade Women's RBZ SL Rescue,201508,0,1.59338,2015-08-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296,2015-08-01
TaylorMade 2017 Purelite Stand Bag,201508,0,1.44344,2015-08-01
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925,2015-08-01
adidas Brazuca 2017 Official Match Ball,201508,0,1.53183,2015-08-01
Nike Men's Fingertrap Max Training Shoe,201508,0,0.21387,2015-08-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19075,2015-08-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86438,2015-08-01
Ogio Race Golf Shoes,201508,0,2.2791,2015-08-01
insta-bed Neverflat Air Mattress,201508,0,0.72431,2015-08-01
GolfBuddy VT3 GPS Watch,201508,0,2.25045,2015-08-01
Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89226,2015-08-01
Titleist Small Wheeled Travel Cover,201508,0,0.18191,2015-08-01
Polar Loop Activity Tracker,201508,0,1.93732,2015-08-01
Pelican Maverick 100X Kayak,201508,0,1.80049,2015-08-01
Garmin Approach S4 Golf GPS Watch,201508,0,0.17395,2015-08-01
Total Gym 1400,201508,0,1.19533,2015-08-01
Garmin Forerunner 910XT GPS Watch,201508,0,0.42839,2015-08-01
Titleist Club Glove Travel Cover,201508,0,0.71883,2015-08-01
GoPro HERO3+ Black Edition Camera,201508,0,1.79288,2015-08-01
Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38319,2015-08-01
Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.50852,2015-08-01
Stiga Master Series ST3100 Competition Indoor,201508,0,1.03259,2015-08-01
SOLE E35 Elliptical,201508,6,1.18099,2015-08-01
Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.28514,2015-08-01
SOLE E25 Elliptical,201508,2,0.71268,2015-08-01
Bowflex SelectTech 1090 Dumbbells,201508,7,1.54634,2015-08-01
Perfect Fitness Perfect Rip Deck,201507,1,1.18831,2015-07-01
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506,2015-07-01
O'Brien Men's Neoprene Life Vest,201507,22,1.99292,2015-07-01
Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773,2015-07-01
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902,2015-07-01
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246,2015-07-01
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429,2015-07-01
Pelican Sunstream 100 Kayak,201507,26,2.0822,2015-07-01
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289,2015-07-01
ENO Atlas Hammock Straps,201507,5,1.87883,2015-07-01
Nike Men's Comfort 2 Slide,201507,12,1.05194,2015-07-01
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009,2015-07-01
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108,2015-07-01
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695,2015-07-01
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446,2015-07-01
Glove It Women's Imperial Golf Glove,201507,0,1.56156,2015-07-01
Glove It Imperial Golf Towel,201507,3,0.35994,2015-07-01
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583,2015-07-01
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432,2015-07-01
Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.66958,2015-07-01
Under Armour Women's Ignite Slide,201507,0,0.35287,2015-07-01
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472,2015-07-01
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505,2015-07-01
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588,2015-07-01
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295,2015-07-01
Nike Women's Tempo Shorts,201507,0,2.23726,2015-07-01
Team Golf Texas Longhorns Putter Grip,201507,3,0.66657,2015-07-01
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152,2015-07-01
Clicgear 8.0 Shoe Brush,201507,2,1.61125,2015-07-01
Hirzl Women's Hybrid Golf Glove,201507,10,0.78481,2015-07-01
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294,2015-07-01
Top Flite Women's 2017 XL Hybrid,201507,0,1.39516,2015-07-01
Glove It Urban Brick Golf Towel,201507,8,2.10974,2015-07-01
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115,2015-07-01
TYR Boys' Team Digi Jammer,201507,0,1.93085,2015-07-01
Team Golf San Francisco Giants Putter Grip,201507,2,1.56873,2015-07-01
Clicgear Rovic Cooler Bag,201507,11,1.14233,2015-07-01
Hirzl Men's Hybrid Golf Glove,201507,17,2.32116,2015-07-01
Titleist Pro V1x Golf Balls,201507,1,0.74991,2015-07-01
adidas Men's Germany Black Crest Away Tee,201507,9,1.37589,2015-07-01
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634,2015-07-01
Under Armour Women's Micro G Skulpt Running S,201507,0,1.05994,2015-07-01
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077,2015-07-01
Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523,2015-07-01
Bag Boy Beverage Holder,201507,0,2.30501,2015-07-01
Under Armour Men's Tech II T-Shirt,201507,9,2.16,2015-07-01
Team Golf New England Patriots Putter Grip,201507,0,1.09872,2015-07-01
Under Armour Men's Compression EV SL Slide,201507,0,1.06036,2015-07-01
Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.92765,2015-07-01
Glove It Women's Mod Oval Golf Glove,201507,0,1.91405,2015-07-01
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026,2015-07-01
Nike Women's Legend V-Neck T-Shirt,201507,4,0.385,2015-07-01
Under Armour Kids' Mercenary Slide,201507,5,1.43535,2015-07-01
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561,2015-07-01
Children's heaters,201507,0,1.00238,2015-07-01
Web Camera,201507,0,2.16093,2015-07-01
Dell Laptop,201507,25,1.49893,2015-07-01
Porcelain crafts,201507,0,1.61761,2015-07-01
Sports Books,201507,0,1.70681,2015-07-01
DVDs,201507,0,1.90579,2015-07-01
Industrial consumer electronics,201507,1,1.65142,2015-07-01
Fighting video games,201507,0,1.56919,2015-07-01
Summer dresses,201507,0,0.17305,2015-07-01
Lawn mower,201507,0,2.01428,2015-07-01
Adult dog supplies,201507,0,1.37144,2015-07-01
Rock music,201507,0,2.34219,2015-07-01
Elevation Training Mask 2.0,201507,0,2.19477,2015-07-01
LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.60383,2015-07-01
Toys,201507,0,1.13041,2015-07-01
Brooks Women's Ghost 6 Running Shoe,201507,0,1.56853,2015-07-01
Bag Boy M330 Push Cart,201507,0,1.74551,2015-07-01
Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.56561,2015-07-01
Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91446,2015-07-01
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.65766,2015-07-01
First aid kit,201507,0,0.12227,2015-07-01
CDs of rock,201507,0,1.072,2015-07-01
Polar FT4 Heart Rate Monitor,201507,0,1.38198,2015-07-01
LIJA Women's Argyle Golf Polo,201507,0,1.81578,2015-07-01
TaylorMade White Smoke IN-12 Putter,201507,0,0.94301,2015-07-01
Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23288,2015-07-01
Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.03625,2015-07-01
The North Face Women's Recon Backpack,201507,0,1.92201,2015-07-01
Smart watch,201507,0,2.19165,2015-07-01
Baby sweater,201507,0,1.2759,2015-07-01
MDGolf Pittsburgh Penguins Putter,201507,0,1.20268,2015-07-01
Men's gala suit,201507,0,1.80502,2015-07-01
Merrell Men's All Out Flash Trail Running Sho,201507,0,0.68692,2015-07-01
Garmin Approach S3 Golf GPS Watch,201507,0,2.30112,2015-07-01
LIJA Women's Button Golf Dress,201507,1,0.93472,2015-07-01
Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31162,2015-07-01
Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24292,2015-07-01
TaylorMade Women's RBZ SL Rescue,201507,0,1.75271,2015-07-01
Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72136,2015-07-01
TaylorMade 2017 Purelite Stand Bag,201507,0,0.27289,2015-07-01
Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.67794,2015-07-01
adidas Brazuca 2017 Official Match Ball,201507,0,0.46732,2015-07-01
Nike Men's Fingertrap Max Training Shoe,201507,0,1.85764,2015-07-01
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12145,2015-07-01
Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.23894,2015-07-01
Ogio Race Golf Shoes,201507,0,1.23176,2015-07-01
insta-bed Neverflat Air Mattress,201507,0,1.78387,2015-07-01
